0.739371,0.713149,0.724563,0.753534,0.713149,0.000000,0.000000,0.708165,0.700336,0.725660,0.000000,0.714875,0.886480,1.055897,0.038295,0.079426,0.106359,0.038295,0.739371,0.739371,0.080730,0.060639,0.063620,0.739371,0.103048,0.176348,0.327602,0.050345,0.085536,0.000000,0.713149,0.713149,0.100511,0.073835,0.035646,0.713149,0.125674,0.214286,0.361927,0.038676,0.050345,0.724563,0.724563,0.150763,0.124165,0.015862,0.724563,0.175760,0.243170,0.375479,0.085536,0.753534,0.753534,0.183695,0.158465,0.050221,0.753534,0.207828,0.251209,0.368640,0.713149,0.713149,0.100511,0.073835,0.035646,0.713149,0.125674,0.214286,0.361927,0.000000,0.708165,0.700336,0.725660,0.000000,0.714875,0.886480,1.055897,0.708165,0.700336,0.725660,0.000000,0.714875,0.886480,1.055897,0.028180,0.135549,0.708165,0.025683,0.178838,0.347789,0.109336,0.700336,0.053844,0.191245,0.356567,0.725660,0.160378,0.229807,0.365985,0.714875,0.886480,1.055897,0.172176,0.342983,0.171075,0.000000
0.021954,0.028128,0.896160,0.896160,0.028128,0.896160,0.896160,0.290102,0.290131,0.299829,0.385264,0.303805,0.307594,0.426243,0.035473,0.884628,0.884628,0.035473,0.884628,0.884628,0.268369,0.268399,0.283764,0.377245,0.282070,0.291653,0.418998,0.919884,0.919884,0.000000,0.919884,0.919884,0.287280,0.287304,0.281704,0.359390,0.300936,0.289255,0.399923,0.000000,0.919884,0.000000,0.000000,0.819820,0.819870,0.989557,1.159863,0.818425,0.995452,1.202104,0.919884,0.000000,0.000000,0.819820,0.819870,0.989557,1.159863,0.818425,0.995452,1.202104,0.919884,0.919884,0.287280,0.287304,0.281704,0.359390,0.300936,0.289255,0.399923,0.000000,0.819820,0.819870,0.989557,1.159863,0.818425,0.995452,1.202104,0.819820,0.819870,0.989557,1.159863,0.818425,0.995452,1.202104,0.000061,0.171139,0.343747,0.013704,0.176427,0.384451,0.171095,0.343704,0.013675,0.176381,0.384406,0.172807,0.175049,0.008205,0.213335,0.347853,0.168212,0.044041,0.179850,0.387925,0.208118,0.000000
0.063303,0.070234,0.069682,0.179685,0.039131,0.974767,0.974767,0.276604,0.284658,0.297228,0.410098,0.289432,0.286045,0.371692,0.025309,0.116897,0.226107,0.053808,0.919583,0.919583,0.222372,0.231833,0.276964,0.417265,0.234409,0.265911,0.376751,0.108692,0.213793,0.073454,0.930636,0.930636,0.236021,0.246335,0.301177,0.442455,0.247362,0.290175,0.401993,0.111027,0.108811,1.036479,1.036479,0.338974,0.348060,0.366301,0.468823,0.351180,0.355139,0.431968,0.218468,1.144425,1.144425,0.448409,0.457937,0.472488,0.555508,0.460264,0.461431,0.521669,0.940851,0.940851,0.243609,0.250784,0.258501,0.378443,0.256834,0.247308,0.339132,0.000000,0.698213,0.690218,0.758870,0.874197,0.685596,0.765569,0.860544,0.698213,0.690218,0.758870,0.874197,0.685596,0.765569,0.860544,0.013704,0.187624,0.384083,0.013949,0.182657,0.344847,0.178719,0.375438,0.017562,0.174352,0.336646,0.196737,0.196281,0.011199,0.158465,0.393000,0.201468,0.041719,0.191888,0.354185,0.162299,0.000000
0.896083,0.911300,1.087172,1.256843,0.911300,0.000000,0.000000,0.700511,0.678919,0.636590,0.795364,0.000000,0.000000,0.000000,0.025152,0.194604,0.362758,0.025152,0.896083,0.896083,0.195748,0.217720,0.444155,0.667838,0.896083,0.896083,0.896083,0.185563,0.351071,0.000000,0.911300,0.911300,0.212395,0.232387,0.468805,0.692875,0.911300,0.911300,0.911300,0.169679,0.185563,1.087172,1.087172,0.387369,0.411204,0.581032,0.753908,1.087172,1.087172,1.087172,0.351071,1.256843,1.256843,0.556840,0.580215,0.735735,0.879572,1.256843,1.256843,1.256843,0.911300,0.911300,0.212395,0.232387,0.468805,0.692875,0.911300,0.911300,0.911300,0.000000,0.700511,0.678919,0.636590,0.795364,0.000000,0.000000,0.000000,0.700511,0.678919,0.636590,0.795364,0.000000,0.000000,0.000000,0.030106,0.318398,0.584272,0.700511,0.700511,0.700511,0.329215,0.599539,0.678919,0.678919,0.678919,0.277682,0.636590,0.636590,0.636590,0.795364,0.795364,0.795364,0.000000,0.000000,0.000000,0.000000
0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.682768,0.657900,0.698751,0.814824,0.699085,0.960074,1.266533,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.682768,0.657900,0.698751,0.814824,0.699085,0.960074,1.266533,0.707107,0.707107,0.000000,0.707107,0.707107,0.394683,0.379012,0.057427,0.236398,0.410062,0.306874,0.561775,0.000000,0.707107,0.000000,0.000000,0.682768,0.657900,0.698751,0.814824,0.699085,0.960074,1.266533,0.707107,0.000000,0.000000,0.682768,0.657900,0.698751,0.814824,0.699085,0.960074,1.266533,0.707107,0.707107,0.394683,0.379012,0.057427,0.236398,0.410062,0.306874,0.561775,0.000000,0.682768,0.657900,0.698751,0.814824,0.699085,0.960074,1.266533,0.682768,0.657900,0.698751,0.814824,0.699085,0.960074,1.266533,0.027250,0.445104,0.631058,0.020059,0.403244,0.754918,0.427909,0.614999,0.047040,0.408154,0.760019,0.188569,0.461259,0.353720,0.581808,0.646444,0.452465,0.563017,0.405106,0.756099,0.351894,0.000000
0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.624974,0.645428,0.871812,0.955165,0.603947,0.681214,0.843863,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.624974,0.645428,0.871812,0.955165,0.603947,0.681214,0.843863,0.707107,0.707107,0.000000,0.707107,0.707107,0.094700,0.071572,0.180152,0.260046,0.114689,0.246683,0.487737,0.000000,0.707107,0.000000,0.000000,0.624974,0.645428,0.871812,0.955165,0.603947,0.681214,0.843863,0.707107,0.000000,0.000000,0.624974,0.645428,0.871812,0.955165,0.603947,0.681214,0.843863,0.707107,0.707107,0.094700,0.071572,0.180152,0.260046,0.114689,0.246683,0.487737,0.000000,0.624974,0.645428,0.871812,0.955165,0.603947,0.681214,0.843863,0.624974,0.645428,0.871812,0.955165,0.603947,0.681214,0.843863,0.023181,0.247375,0.330715,0.021324,0.193309,0.447917,0.228289,0.311425,0.043887,0.202404,0.454889,0.083373,0.268125,0.277430,0.444180,0.351492,0.344817,0.475477,0.194173,0.449554,0.255385,0.000000
0.623147,0.603380,0.000000,0.000000,0.603380,0.732390,0.845855,0.674499,0.000000,0.000000,0.000000,0.688722,0.951078,1.238244,0.057780,0.623147,0.623147,0.057780,0.252468,0.452956,0.260457,0.623147,0.623147,0.623147,0.304620,0.389619,0.628586,0.603380,0.603380,0.000000,0.210024,0.406978,0.314541,0.603380,0.603380,0.603380,0.358334,0.442234,0.666728,0.000000,0.603380,0.732390,0.845855,0.674499,0.000000,0.000000,0.000000,0.688722,0.951078,1.238244,0.603380,0.732390,0.845855,0.674499,0.000000,0.000000,0.000000,0.688722,0.951078,1.238244,0.210024,0.406978,0.314541,0.603380,0.603380,0.603380,0.358334,0.442234,0.666728,0.201304,0.508339,0.732390,0.732390,0.732390,0.552657,0.548835,0.682646,0.709626,0.845855,0.845855,0.845855,0.753937,0.726274,0.802224,0.674499,0.674499,0.674499,0.044342,0.293393,0.607675,0.000000,0.000000,0.688722,0.951078,1.238244,0.000000,0.688722,0.951078,1.238244,0.688722,0.951078,1.238244,0.301543,0.619301,0.318283,0.000000
0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.464282,0.435059,0.550172,0.787802,0.517279,0.766849,0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.464282,0.435059,0.550172,0.787802,0.517279,0.766849,0.000000,0.707107,0.707107,0.000000,0.707107,0.707107,0.264589,0.286160,0.302837,0.530591,0.232215,0.121477,0.707107,0.000000,0.707107,0.000000,0.000000,0.464282,0.435059,0.550172,0.787802,0.517279,0.766849,0.000000,0.707107,0.000000,0.000000,0.464282,0.435059,0.550172,0.787802,0.517279,0.766849,0.000000,0.707107,0.707107,0.264589,0.286160,0.302837,0.530591,0.232215,0.121477,0.707107,0.000000,0.464282,0.435059,0.550172,0.787802,0.517279,0.766849,0.000000,0.464282,0.435059,0.550172,0.787802,0.517279,0.766849,0.000000,0.031068,0.311728,0.618381,0.056163,0.303502,0.464282,0.301898,0.610061,0.087227,0.331925,0.435059,0.308379,0.337181,0.420425,0.550172,0.638142,0.649579,0.787802,0.254337,0.517279,0.766849,0.000000
0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.463901,0.514843,0.659007,0.825946,0.412242,0.484574,0.607321,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.463901,0.514843,0.659007,0.825946,0.412242,0.484574,0.607321,0.707107,0.707107,0.000000,0.707107,0.707107,0.324967,0.309036,0.129470,0.157693,0.350640,0.260698,0.354482,0.000000,0.707107,0.000000,0.000000,0.463901,0.514843,0.659007,0.825946,0.412242,0.484574,0.607321,0.707107,0.000000,0.000000,0.463901,0.514843,0.659007,0.825946,0.412242,0.484574,0.607321,0.707107,0.707107,0.324967,0.309036,0.129470,0.157693,0.350640,0.260698,0.354482,0.000000,0.463901,0.514843,0.659007,0.825946,0.412242,0.484574,0.607321,0.463901,0.514843,0.659007,0.825946,0.412242,0.484574,0.607321,0.052404,0.224790,0.391869,0.052831,0.285999,0.485174,0.195587,0.356571,0.105200,0.313924,0.509357,0.169602,0.263396,0.288210,0.437744,0.432667,0.412557,0.508901,0.268037,0.468086,0.200185,0.000000
0.098335,0.105573,0.746237,0.746237,0.105573,0.104689,0.204188,0.256216,0.245352,0.746237,0.746237,0.271386,0.171043,0.275093,0.019890,0.671455,0.671455,0.019890,0.152651,0.260740,0.169048,0.155587,0.671455,0.671455,0.186971,0.158071,0.316043,0.654453,0.654453,0.000000,0.144772,0.251561,0.176360,0.161761,0.654453,0.654453,0.195248,0.177864,0.335115,0.000000,0.654453,0.698919,0.726153,0.656396,0.645607,0.000000,0.000000,0.668323,0.803558,0.981250,0.654453,0.698919,0.726153,0.656396,0.645607,0.000000,0.000000,0.668323,0.803558,0.981250,0.144772,0.251561,0.176360,0.161761,0.654453,0.654453,0.195248,0.177864,0.335115,0.108474,0.320848,0.306499,0.698919,0.698919,0.339306,0.272873,0.373682,0.427909,0.413080,0.726153,0.726153,0.446756,0.375230,0.450974,0.017288,0.656396,0.656396,0.020771,0.177217,0.354562,0.645607,0.645607,0.038024,0.178434,0.357969,0.000000,0.668323,0.803558,0.981250,0.668323,0.803558,0.981250,0.179738,0.353322,0.181418,0.000000
